,split
80165,train
80166,train
80167,train
80168,train
80169,test
80170,train
80171,test
80172,train
80173,train
80174,train
80175,train
80176,train
80177,train
80178,train
80179,test
80180,train
80181,train
80182,train
80183,train
80184,train
80185,train
80186,train
80187,train
80188,test
80189,train
80190,train
80191,train
80192,train
80193,train
80194,train
80195,test
80196,train
80197,test
80198,train
80199,test
80200,train
80201,train
80202,train
80203,train
80204,train
80205,test
80206,test
80207,train
80208,train
80209,train
80210,train
80211,train
80212,test
80213,train
80214,train
80215,train
80216,train
80217,train
80218,train
80219,test
80220,test
80221,test
80222,train
80223,train
80224,test
80225,train
80226,train
80227,train
80228,train
80229,train
80230,train
80231,train
80232,train
80233,test
80234,train
80235,test
80236,train
80237,test
80238,train
80239,train
80240,train
80241,train
80242,test
80243,train
80244,test
80245,test
80246,train
80247,test
80248,train
80249,test
80250,train
80251,train
80252,test
80253,train
80254,train
80255,train
80256,train
80257,test
80258,train
80259,test
80260,train
80261,train
80262,train
80263,test
80264,train
80265,train
80266,train
80267,train
80268,train
80269,test
80270,test
80271,train
80272,test
80273,train
80274,train
80275,train
80276,train
80277,train
80278,test
80279,train
80280,train
80281,test
80282,train
80283,train
80284,train
80285,test
80286,train
80287,train
80288,train
80289,train
80290,test
80291,train
80292,train
80293,train
80294,train
80295,train
80296,train
80297,train
80298,train
80299,train
80300,train
80301,train
80302,test
80303,train
80304,train
80305,train
80306,test
80307,train
80308,train
80309,train
80310,train
80311,test
80312,test
80313,train
80314,test
80315,train
80316,test
80317,train
80318,train
80319,train
80320,train
80321,test
80322,train
80323,test
80324,train
80325,train
80326,train
80327,train
80328,train
80329,train
80330,train
80331,train
80332,train
80333,train
80334,train
80335,train
80336,train
80337,train
80338,train
80339,train
80340,train
80341,train
80342,test
80343,train
80344,train
80345,train
80346,train
80347,train
80348,train
80349,train
80350,train
80351,train
80352,train
80353,train
80354,train
80355,train
80356,test
80357,train
80358,train
80359,test
80360,train
80361,train
80362,test
80363,test
80364,test
80365,train
80366,train
80367,train
80368,test
80369,train
80370,train
80371,train
80372,train
80373,train
80374,test
80375,test
80376,test
80377,train
80378,train
80379,test
80380,train
80381,train
80382,train
80383,test
80384,test
80385,train
80386,train
80387,train
80388,train
80389,train
80390,train
80391,train
80392,test
80393,test
80394,train
80395,train
80396,train
80397,train
80398,test
80399,test
80400,test
80401,test
80402,train
80403,test
80404,train
80405,train
80406,train
80407,test
80408,test
80409,test
80410,train
80411,train
80412,test
80413,test
80414,test
80415,train
80416,train
80417,train
80418,train
80419,test
80420,test
80421,train
80422,test
80423,test
80424,train
80425,train
80426,train
80427,train
80428,train
80429,train
80430,train
80431,train
80432,train
80433,train
80434,test
80435,train
80436,train
80437,test
80438,test
80439,train
80440,train
80441,train
80442,train
80443,train
80444,train
80445,train
80446,train
80447,train
80448,train
80449,train
80450,train
80451,test
80452,train
80453,test
80454,train
80455,test
80456,train
80457,train
80458,test
80459,train
80460,train
80461,test
80462,train
80463,train
80464,train
80465,train
80466,train
80467,train
80468,train
80469,train
80470,test
80471,train
80472,train
80473,train
80474,train
80475,train
80476,train
80477,train
80478,train
80479,train
80480,train
80481,train
80482,train
80483,train
80484,train
80485,train
80486,train
80487,train
80488,test
80489,train
80490,train
80491,test
80492,train
80493,train
80494,train
80495,test
80496,train
80497,train
80498,test
80499,train
80500,train
80501,train
80502,train
80503,train
80504,train
80505,train
80506,train
80507,train
80508,train
80509,test
80510,train
80511,train
80512,train
80513,train
80514,test
80515,train
80516,test
80517,train
80518,test
80519,train
80520,train
80521,test
80522,train
80523,train
80524,train
80525,test
80526,train
80527,train
80528,train
80529,test
80530,train
80531,train
80532,train
80533,train
80534,train
80535,train
80536,train
80537,train
80538,train
80539,train
80540,train
80541,train
80542,train
80543,train
80544,test
80545,train
80546,test
80547,train
80548,test
80549,train
80550,test
80551,train
80552,test
80553,train
80554,test
80555,train
80556,train
80557,train
80558,train
80559,train
80560,train
80561,train
80562,train
80563,train
80564,test
80565,train
80566,train
80567,train
80568,train
80569,train
80570,train
80571,train
80572,test
80573,train
80574,train
80575,train
80576,train
80577,train
80578,train
80579,train
80580,train
80581,train
80582,train
80583,train
80584,train
80585,train
80586,test
80587,train
80588,train
80589,train
80590,train
80591,train
80592,train
80593,test
80594,train
80595,train
80596,train
80597,train
80598,train
80599,train
80600,train
80601,train
80602,train
80603,train
80604,train
80605,train
80606,train
80607,test
80608,train
80609,train
80610,train
80611,train
80612,train
80613,test
80614,train
80615,train
80616,train
80617,train
80618,train
80619,train
80620,train
80621,train
80622,train
80623,train
80624,train
80625,train
80626,train
80627,test
80628,train
80629,train
80630,train
80631,train
80632,train
80633,train
80634,train
80635,train
80636,test
80637,train
80638,train
80639,train
80640,train
80641,train
80642,train
80643,train
80644,train
80645,train
80646,train
80647,train
80648,train
80649,train
80650,train
80651,train
80652,train
80653,train
80654,train
80655,train
80656,train
80657,train
80658,test
80659,train
80660,test
80661,train
80662,train
80663,train
80664,train
80665,train
80666,train
80667,train
80668,train
80669,train
80670,train
80671,train
80672,train
80673,train
80674,train
80675,train
80676,train
80677,train
80678,train
80679,train
80680,test
80681,train
80682,train
80683,test
80684,test
80685,test
80686,train
80687,train
80688,train
80689,train
80690,train
80691,test
80692,test
80693,train
80694,train
80695,train
80696,train
80697,train
80698,train
80699,train
80700,train
80701,train
80702,test
80703,test
80704,train
80705,test
80706,train
80707,train
80708,test
80709,train
80710,train
80711,train
80712,train
80713,train
80714,train
80715,train
80716,train
80717,train
80718,train
80719,train
80720,train
80721,train
80722,train
80723,train
80724,train
80725,train
80726,train
80727,train
80728,train
80729,train
80730,test
80731,train
80732,test
80733,train
80734,train
80735,train
80736,train
80737,train
80738,train
80739,train
80740,train
80741,train
80742,test
80743,train
80744,test
80745,train
80746,train
80747,train
80748,train
80749,train
80750,train
80751,test
80752,test
80753,train
80754,train
80755,train
80756,train
80757,train
80758,train
80759,test
80760,train
80761,train
80762,test
80763,train
80764,train
80765,train
80766,train
80767,train
80768,test
80769,train
80770,train
80771,train
80772,test
80773,train
80774,train
80775,train
80776,train
80777,test
80778,train
80779,test
80780,train
80781,train
80782,train
80783,train
80784,test
80785,train
80786,test
80787,train
80788,train
80789,train
80790,train
80791,train
80792,train
80793,train
80794,train
80795,train
80796,train
80797,train
80798,train
80799,train
80800,train
80801,train
80802,train
80803,train
80804,test
80805,train
80806,train
80807,train
80808,test
80809,train
80810,train
80811,train
80812,train
80813,train
80814,test
80815,test
80816,train
80817,train
80818,train
80819,train
80820,test
80821,train
80822,train
80823,train
80824,train
80825,test
80826,train
80827,train
80828,train
80829,train
80830,train
80831,train
80832,train
80833,train
80834,train
80835,train
80836,train
80837,train
80838,test
80839,train
80840,train
80841,train
80842,train
80843,train
80844,train
80845,train
80846,train
80847,train
80848,train
80849,train
80850,train
80851,train
80852,train
80853,train
80854,test
80855,train
80856,test
80857,train
80858,train
80859,train
80860,train
80861,train
80862,test
80863,train
80864,train
80865,train
80866,train
80867,train
80868,train
80869,test
80870,train
80871,test
80872,train
80873,train
80874,test
80875,train
80876,train
80877,train
80878,test
80879,train
80880,train
80881,train
80882,train
80883,train
80884,train
80885,train
80886,test
80887,train
80888,test
80889,train
80890,train
80891,train
80892,train
80893,train
80894,train
80895,train
80896,train
80897,train
80898,test
80899,train
80900,test
80901,test
80902,train
80903,train
80904,train
80905,train
80906,train
80907,test
80908,train
80909,train
80910,train
80911,train
80912,train
80913,test
80914,test
80915,test
80916,train
80917,train
80918,train
80919,train
80920,train
80921,train
80922,train
80923,train
80924,train
80925,train
80926,train
80927,train
80928,train
80929,train
80930,train
80931,train
80932,train
80933,train
80934,train
80935,train
80936,train
80937,train
80938,train
80939,test
80940,test
80941,train
80942,train
80943,train
80944,train
80945,test
80946,test
80947,train
80948,train
80949,train
80950,train
80951,train
80952,train
80953,train
80954,train
80955,train
80956,train
80957,train
80958,test
80959,test
80960,train
80961,train
80962,train
80963,train
80964,test
80965,train
80966,test
80967,train
80968,train
80969,train
80970,train
80971,train
80972,train
80973,train
80974,train
80975,train
80976,train
80977,train
80978,train
80979,test
80980,train
80981,train
80982,train
80983,train
80984,train
80985,train
80986,train
80987,train
80988,train
80989,train
80990,train
80991,train
80992,train
80993,train
80994,train
80995,train
80996,train
80997,train
80998,train
80999,train
81000,train
81001,train
81002,test
81003,train
81004,train
81005,train
81006,train
81007,train
81008,test
81009,test
81010,train
81011,train
81012,train
81013,train
81014,test
81015,train
81016,train
81017,train
81018,train
81019,train
81020,train
81021,test
81022,train
81023,train
81024,train
81025,train
81026,train
81027,train
81028,test
81029,train
81030,test
81031,train
81032,test
81033,train
81034,test
81035,train
81036,train
81037,train
81038,train
81039,train
81040,test
81041,train
81042,train
81043,test
81044,train
81045,train
81046,test
81047,train
81048,train
81049,train
81050,test
81051,train
81052,train
81053,train
81054,test
81055,train
81056,train
81057,train
81058,train
81059,train
81060,train
81061,test
81062,train
81063,train
81064,train
81065,test
81066,train
81067,train
81068,train
81069,train
81070,test
81071,train
81072,train
81073,test
81074,train
81075,train
81076,train
81077,train
81078,train
81079,train
81080,train
81081,train
81082,train
81083,train
81084,train
81085,train
81086,train
81087,train
81088,train
81089,test
81090,train
81091,train
81092,train
81093,train
81094,train
81095,train
81096,train
81097,train
81098,train
81099,train
81100,train
81101,train
81102,test
81103,train
81104,train
81105,train
81106,test
81107,train
81108,train
81109,train
81110,train
81111,train
81112,train
81113,train
81114,train
81115,train
81116,train
81117,test
81118,train
81119,train
81120,train
81121,train
81122,train
81123,train
81124,train
81125,test
81126,train
81127,train
81128,train
81129,train
81130,train
81131,train
81132,train
81133,train
81134,train
81135,train
81136,test
81137,train
81138,train
81139,test
81140,train
81141,test
81142,test
81143,train
81144,train
81145,test
81146,train
81147,train
81148,train
81149,train
81150,train
81151,train
81152,train
81153,train
81154,train
81155,train
81156,train
81157,train
81158,train
81159,train
81160,train
81161,train
81162,train
81163,train
81164,train
81165,train
81166,train
81167,train
81168,train
81169,test
81170,train
81171,train
81172,train
81173,train
81174,train
81175,test
81176,train
81177,train
81178,test
81179,train
81180,train
81181,train
81182,train
81183,train
81184,train
81185,train
81186,train
81187,test
81188,train
81189,test
81190,train
81191,train
81192,test
81193,train
81194,train
81195,train
81196,train
81197,train
81198,train
81199,test
81200,train
81201,train
81202,test
81203,train
81204,train
81205,train
81206,train
81207,test
81208,test
81209,train
81210,test
81211,train
81212,train
81213,test
81214,test
81215,test
81216,train
81217,train
81218,train
81219,test
81220,train
81221,train
81222,train
81223,train
81224,train
81225,train
81226,train
81227,train
81228,test
81229,train
81230,train
81231,train
81232,train
81233,train
81234,train
81235,test
81236,test
81237,test
81238,train
81239,train
81240,train
81241,test
81242,test
81243,train
81244,test
81245,train
81246,test
81247,train
81248,train
81249,test
81250,train
81251,train
81252,train
81253,test
81254,train
81255,train
81256,train
81257,train
81258,train
81259,train
81260,test
81261,train
81262,train
81263,train
81264,train
81265,train
81266,train
81267,test
81268,train
81269,test
81270,test
81271,test
81272,test
81273,train
81274,train
81275,train
81276,train
81277,train
81278,train
81279,train
81280,train
81281,test
81282,train
81283,train
81284,train
81285,train
81286,train
81287,train
81288,train
81289,train
81290,test
81291,train
81292,train
81293,train
81294,train
81295,train
81296,test
81297,train
81298,train
81299,train
81300,train
81301,train
81302,test
81303,train
81304,test
81305,train
81306,train
81307,train
81308,train
81309,train
81310,test
81311,train
81312,train
81313,train
81314,train
81315,train
81316,train
81317,train
81318,train
81319,test
81320,train
81321,train
81322,train
81323,train
81324,train
81325,train
81326,test
81327,train
81328,train
81329,train
81330,train
81331,test
81332,train
81333,train
81334,train
81335,train
81336,train
81337,train
81338,train
81339,train
81340,train
81341,train
81342,train
81343,test
81344,train
81345,train
81346,train
81347,test
81348,test
81349,train
81350,test
81351,train
81352,train
81353,train
81354,train
81355,train
81356,train
81357,train
81358,train
81359,train
81360,train
81361,train
81362,train
81363,train
81364,test
81365,train
81366,train
81367,test
81368,test
81369,test
81370,train
81371,train
81372,train
81373,test
81374,test
81375,train
81376,train
81377,train
81378,train
81379,train
81380,train
81381,train
81382,train
81383,test
81384,test
81385,train
81386,train
81387,train
81388,train
81389,test
81390,test
81391,train
81392,test
81393,train
81394,train
81395,train
81396,train
81397,train
81398,test
81399,train
81400,test
81401,train
81402,train
81403,train
81404,train
81405,train
81406,train
81407,train
81408,train
81409,train
81410,test
81411,train
81412,train
81413,train
81414,test
81415,train
81416,test
81417,train
81418,train
81419,train
81420,train
81421,train
81422,train
81423,test
81424,train
81425,train
81426,train
81427,train
81428,train
81429,train
81430,train
81431,train
81432,train
81433,train
81434,train
81435,train
81436,train
81437,train
81438,train
81439,train
81440,train
81441,train
81442,train
81443,train
81444,train
81445,train
81446,train
81447,train
81448,test
81449,train
81450,train
81451,train
81452,train
81453,train
81454,train
81455,train
81456,test
81457,train
81458,train
81459,train
81460,train
81461,train
81462,train
81463,train
81464,train
81465,test
81466,train
81467,train
81468,test
81469,test
81470,train
81471,train
81472,train
81473,train
81474,train
81475,test
81476,test
81477,train
81478,train
81479,train
81480,test
81481,train
81482,test
81483,train
81484,train
81485,test
81486,train
81487,train
81488,train
81489,test
81490,test
81491,test
81492,train
81493,train
81494,train
81495,train
81496,train
81497,train
81498,train
81499,train
81500,train
81501,test
81502,train
81503,train
81504,train
81505,train
81506,train
81507,test
81508,train
81509,test
81510,train
81511,test
81512,train
81513,train
81514,train
81515,train
81516,train
81517,test
81518,train
81519,train
81520,train
81521,train
81522,train
81523,train
81524,train
81525,train
81526,train
81527,train
81528,train
81529,train
81530,train
81531,train
81532,train
81533,train
81534,train
81535,train
81536,train
81537,train
81538,train
81539,train
81540,train
81541,train
81542,train
81543,train
81544,train
81545,train
81546,train
81547,train
81548,train
81549,test
81550,train
81551,test
81552,train
81553,train
81554,train
81555,train
81556,train
81557,test
81558,train
81559,train
81560,train
81561,train
81562,train
81563,train
81564,train
81565,test
81566,test
81567,train
81568,test
81569,test
81570,test
81571,train
81572,train
81573,train
81574,train
81575,train
81576,test
81577,train
81578,train
81579,train
81580,train
81581,test
81582,train
81583,train
81584,train
81585,train
81586,train
81587,train
81588,train
81589,train
81590,train
81591,train
81592,train
81593,train
81594,train
81595,test
81596,train
81597,train
81598,test
81599,test
81600,train
81601,train
81602,train
81603,train
81604,test
81605,train
81606,train
81607,test
81608,test
81609,train
81610,train
81611,train
81612,train
81613,train
81614,test
81615,train
81616,train
81617,test
81618,train
81619,train
81620,train
81621,test
81622,test
81623,train
81624,train
81625,train
81626,train
81627,train
81628,train
81629,train
81630,train
81631,train
81632,train
81633,train
81634,train
81635,train
81636,train
81637,train
81638,train
81639,train
81640,train
81641,test
81642,train
81643,test
81644,train
81645,train
81646,test
81647,train
81648,train
81649,test
81650,test
81651,train
81652,train
81653,test
81654,train
81655,train
81656,train
81657,train
81658,test
81659,train
81660,train
81661,train
81662,test
81663,train
81664,train
81665,train
81666,test
81667,train
81668,test
81669,train
81670,train
81671,train
81672,train
81673,test
81674,test
81675,train
81676,train
81677,train
81678,train
81679,train
81680,train
81681,train
81682,train
81683,train
81684,train
81685,train
81686,train
81687,train
81688,train
81689,train
81690,train
81691,train
81692,train
81693,train
81694,train
81695,test
81696,train
81697,train
81698,train
81699,train
81700,train
81701,test
81702,train
81703,train
81704,test
81705,train
81706,train
81707,train
81708,test
81709,train
81710,train
81711,test
81712,train
81713,test
81714,train
81715,train
81716,train
81717,train
81718,train
81719,test
81720,train
81721,train
81722,train
81723,train
81724,train
81725,train
81726,train
81727,train
81728,test
81729,train
81730,test
81731,train
81732,train
81733,train
81734,train
81735,test
81736,train
81737,train
81738,train
81739,train
81740,train
81741,test
81742,test
81743,train
81744,train
81745,train
81746,train
81747,train
81748,train
81749,train
81750,test
81751,train
81752,train
81753,train
81754,train
81755,test
81756,train
81757,train
81758,test
81759,test
81760,test
81761,train
81762,train
81763,train
81764,train
81765,train
81766,train
81767,train
81768,train
81769,train
81770,test
81771,train
81772,train
81773,train
81774,train
81775,train
81776,train
81777,train
81778,train
81779,test
81780,train
81781,train
81782,train
81783,train
81784,train
81785,train
81786,train
81787,train
81788,test
81789,train
81790,test
81791,train
81792,train
81793,train
81794,train
81795,test
81796,test
81797,train
81798,train
81799,train
81800,train
81801,train
81802,train
81803,train
81804,train
81805,train
81806,train
81807,train
81808,train
81809,train
81810,train
81811,train
81812,train
81813,train
81814,train
81815,test
81816,train
81817,train
81818,test
81819,train
81820,test
81821,test
81822,train
81823,train
81824,train
81825,test
81826,train
81827,train
81828,train
81829,test
81830,test
81831,train
81832,test
81833,train
81834,train
81835,test
81836,test
81837,train
81838,test
81839,test
81840,test
81841,test
81842,train
81843,train
81844,train
81845,train
81846,test
81847,train
81848,train
81849,train
81850,train
81851,train
81852,train
81853,train
81854,train
81855,test
81856,train
81857,test
81858,train
81859,train
81860,test
81861,train
81862,train
81863,train
81864,train
81865,train
81866,train
81867,train
81868,train
81869,train
81870,train
81871,train
81872,train
81873,train
81874,train
81875,train
81876,train
81877,train
81878,train
81879,train
81880,train
81881,train
81882,test
81883,train
81884,train
81885,test
81886,train
81887,train
81888,train
81889,train
81890,train
81891,train
81892,test
81893,train
81894,test
81895,train
81896,train
81897,train
81898,train
81899,train
81900,train
81901,train
81902,train
81903,train
81904,train
81905,train
81906,train
81907,train
81908,train
81909,train
81910,train
81911,train
81912,train
81913,train
81914,train
81915,train
81916,train
81917,train
81918,train
81919,train
81920,train
81921,train
81922,train
81923,train
81924,train
81925,test
81926,train
81927,train
81928,train
81929,train
81930,train
81931,train
81932,test
81933,train
81934,train
81935,train
81936,train
81937,train
81938,train
81939,train
81940,train
81941,test
81942,train
81943,train
81944,test
81945,train
81946,train
81947,train
81948,train
81949,test
81950,train
81951,train
81952,test
81953,train
81954,test
81955,train
81956,train
81957,train
81958,train
81959,train
81960,train
81961,train
81962,train
81963,test
81964,train
81965,test
81966,test
81967,train
81968,train
81969,train
81970,train
81971,train
81972,train
81973,train
81974,train
81975,train
81976,test
81977,test
81978,train
81979,train
81980,train
81981,train
81982,train
81983,test
81984,train
81985,train
81986,train
81987,train
81988,train
81989,train
81990,train
81991,train
81992,test
81993,train
81994,train
81995,test
81996,train
81997,train
81998,train
81999,test
82000,test
82001,train
82002,train
82003,train
82004,train
82005,test
82006,train
82007,train
82008,train
82009,train
82010,test
82011,train
82012,train
82013,train
82014,train
82015,train
82016,train
82017,train
82018,train
82019,train
82020,train
82021,train
82022,train
82023,train
82024,test
82025,train
82026,train
82027,train
82028,train
82029,train
82030,train
82031,test
82032,train
82033,test
82034,train
82035,test
82036,test
82037,train
82038,train
82039,train
82040,train
82041,train
82042,train
82043,test
82044,train
82045,test
82046,train
82047,train
82048,train
82049,train
82050,train
82051,test
82052,test
82053,train
82054,test
82055,train
82056,train
82057,train
82058,test
82059,train
82060,train
82061,test
82062,train
82063,train
82064,train
82065,test
82066,train
82067,train
82068,train
82069,test
82070,test
82071,train
82072,train
82073,train
82074,test
82075,test
82076,train
82077,train
82078,train
82079,train
82080,train
82081,train
82082,test
82083,test
82084,train
82085,train
82086,train
82087,train
82088,train
82089,train
82090,train
82091,train
82092,train
82093,train
82094,train
82095,train
82096,test
82097,train
82098,train
82099,train
82100,train
82101,train
82102,train
82103,test
82104,train
82105,train
82106,test
82107,train
82108,test
82109,train
82110,train
82111,train
82112,test
82113,test
82114,test
82115,train
82116,train
82117,test
82118,train
82119,train
82120,train
82121,train
82122,train
82123,train
82124,train
82125,train
82126,train
82127,train
82128,train
82129,train
82130,train
82131,train
82132,train
82133,train
82134,train
82135,train
82136,train
82137,train
82138,train
82139,test
82140,train
82141,train
82142,train
82143,train
82144,train
82145,train
82146,train
82147,train
82148,train
82149,test
82150,train
82151,train
82152,train
82153,test
82154,train
82155,train
82156,train
82157,train
82158,train
82159,train
82160,train
82161,train
82162,train
82163,train
82164,train
82165,train
82166,train
82167,train
82168,train
82169,test
82170,test
82171,train
82172,train
82173,test
82174,train
82175,train
82176,train
82177,train
82178,train
82179,train
82180,train
82181,train
82182,train
82183,train
82184,train
82185,train
82186,train
82187,train
82188,train
82189,test
82190,train
82191,train
82192,train
82193,train
82194,train
82195,train
82196,train
82197,train
82198,train
82199,train
82200,train
82201,test
82202,train
82203,train
82204,train
82205,train
82206,test
82207,test
82208,train
82209,train
82210,train
82211,test
82212,train
82213,train
82214,train
82215,train
82216,test
82217,train
82218,train
82219,test
82220,test
82221,train
82222,train
82223,train
82224,train
82225,train
82226,train
82227,train
82228,test
82229,train
82230,train
82231,test
82232,test
82233,train
82234,train
82235,train
82236,train
82237,train
82238,test
82239,train
82240,test
82241,train
82242,train
82243,train
82244,train
82245,test
82246,train
82247,train
82248,train
82249,test
82250,test
82251,train
82252,train
82253,test
82254,train
82255,train
82256,train
82257,test
82258,train
82259,train
82260,test
82261,train
82262,train
82263,train
82264,train
82265,test
82266,test
82267,train
82268,train
82269,test
82270,train
82271,train
82272,train
82273,train
82274,train
82275,train
82276,train
82277,test
82278,train
82279,train
82280,test
82281,train
82282,train
82283,train
82284,train
82285,train
82286,train
82287,train
82288,test
82289,test
82290,train
82291,train
82292,train
82293,test
82294,test
82295,test
82296,test
82297,test
82298,train
82299,train
82300,train
82301,train
82302,train
82303,train
82304,train
82305,train
82306,train
82307,test
82308,train
82309,train
82310,train
82311,train
82312,test
82313,test
82314,train
82315,train
82316,train
82317,train
82318,train
82319,test
82320,train
82321,train
82322,test
82323,train
82324,train
82325,train
82326,train
82327,train
82328,train
82329,train
82330,train
82331,train
82332,train
82333,train
82334,train
82335,train
82336,train
82337,train
82338,train
82339,train
82340,train
82341,test
82342,test
82343,train
82344,train
82345,test
82346,train
82347,test
82348,test
82349,test
82350,train
82351,train
82352,train
82353,test
82354,train
82355,train
82356,train
82357,test
82358,train
82359,train
82360,train
82361,train
82362,train
82363,train
82364,test
82365,train
82366,test
82367,train
82368,test
82369,train
82370,test
82371,train
82372,test
82373,train
82374,train
82375,test
82376,train
82377,train
82378,train
82379,train
82380,test
82381,test
82382,train
82383,train
82384,train
82385,train
82386,train
82387,train
82388,train
82389,train
82390,train
82391,train
82392,train
82393,test
82394,train
82395,train
82396,train
82397,train
82398,train
82399,train
82400,train
82401,test
82402,train
82403,train
82404,train
82405,train
82406,train
82407,train
82408,train
82409,train
82410,train
82411,train
82412,train
82413,test
82414,train
82415,train
82416,train
82417,test
82418,train
82419,test
82420,train
82421,test
82422,train
82423,train
82424,test
82425,train
82426,train
82427,train
82428,train
82429,train
82430,train
82431,train
82432,train
82433,train
82434,train
82435,train
82436,train
82437,test
82438,train
82439,train
82440,train
82441,test
82442,train
82443,train
82444,train
82445,train
82446,train
82447,train
82448,test
82449,train
82450,train
82451,train
82452,train
82453,train
82454,test
82455,train
82456,train
82457,train
82458,train
82459,train
82460,test
82461,train
82462,train
82463,train
82464,test
82465,train
82466,train
82467,train
82468,train
82469,train
82470,train
82471,train
82472,train
82473,train
82474,train
82475,train
82476,train
82477,train
82478,train
82479,train
82480,test
82481,train
82482,test
82483,train
82484,train
82485,train
82486,train
82487,train
82488,train
82489,train
82490,train
82491,train
82492,train
82493,train
82494,test
82495,train
82496,train
82497,test
82498,test
82499,train
82500,train
82501,train
82502,train
82503,train
82504,test
82505,train
82506,train
82507,train
82508,train
82509,train
82510,train
82511,test
82512,train
82513,train
82514,train
82515,train
82516,train
82517,test
82518,train
82519,train
82520,train
82521,test
82522,train
82523,train
82524,test
82525,train
82526,train
82527,train
82528,train
82529,train
82530,train
82531,train
82532,train
82533,train
82534,test
82535,train
82536,test
82537,train
82538,train
82539,train
82540,train
82541,train
82542,train
82543,test
82544,train
82545,train
82546,train
82547,train
82548,train
82549,train
82550,test
82551,test
82552,test
82553,train
82554,train
82555,train
82556,train
82557,train
82558,train
82559,train
82560,train
82561,train
82562,train
82563,train
82564,train
82565,train
82566,train
82567,test
82568,train
82569,train
82570,train
82571,train
82572,train
82573,train
82574,train
82575,train
82576,train
82577,test
82578,train
82579,train
82580,train
82581,train
82582,train
82583,test
82584,train
82585,test
82586,train
82587,train
82588,train
82589,train
82590,train
82591,test
82592,train
82593,train
82594,train
82595,test
82596,train
82597,train
82598,train
82599,train
82600,train
82601,train
82602,train
82603,train
82604,train
82605,train
82606,train
82607,test
82608,train
82609,train
82610,train
82611,train
82612,train
82613,train
82614,train
82615,train
82616,test
82617,train
82618,test
82619,test
82620,train
82621,train
82622,test
82623,train
82624,train
82625,train
82626,test
82627,train
82628,train
82629,test
82630,train
82631,train
82632,train
82633,train
82634,train
82635,train
82636,train
82637,train
82638,train
82639,train
82640,train
82641,train
82642,test
82643,train
82644,train
82645,train
82646,train
82647,test
82648,train
82649,train
82650,train
82651,train
82652,train
82653,train
82654,train
82655,train
82656,test
82657,train
82658,train
82659,train
82660,train
82661,train
82662,train
82663,train
82664,train
82665,train
82666,train
82667,train
82668,train
82669,train
82670,train
82671,train
82672,train
82673,train
82674,test
82675,train
82676,test
82677,train
82678,train
82679,train
82680,train
82681,train
82682,train
82683,train
82684,train
82685,train
82686,train
82687,train
82688,test
82689,train
82690,train
82691,test
82692,train
82693,train
82694,train
82695,train
82696,train
82697,train
82698,train
82699,train
82700,test
82701,train
82702,test
82703,train
82704,train
82705,train
82706,train
82707,train
82708,train
82709,train
82710,test
82711,train
82712,train
82713,train
82714,test
82715,train
82716,train
82717,train
82718,train
82719,train
82720,train
82721,train
82722,test
82723,train
82724,train
82725,test
82726,train
82727,test
82728,test
82729,train
82730,train
82731,train
82732,test
82733,train
82734,train
82735,test
82736,train
82737,train
82738,train
82739,train
82740,train
82741,train
82742,train
82743,train
82744,train
82745,test
82746,train
82747,train
82748,train
82749,train
82750,train
82751,train
82752,test
82753,train
82754,train
82755,train
82756,train
82757,train
82758,train
82759,train
82760,train
82761,train
82762,train
82763,train
82764,train
82765,train
82766,test
82767,train
82768,train
82769,train
82770,test
82771,test
82772,train
82773,train
82774,train
82775,train
82776,train
82777,train
82778,train
82779,train
82780,train
82781,train
82782,train
82783,train
82784,train
82785,test
82786,train
82787,train
82788,test
82789,test
82790,test
82791,train
82792,train
82793,train
82794,test
82795,train
82796,train
82797,train
82798,train
82799,train
82800,train
82801,train
82802,test
82803,train
82804,train
82805,train
82806,train
82807,train
82808,train
82809,train
82810,train
82811,train
82812,train
82813,train
82814,train
82815,train
82816,train
82817,test
82818,train
82819,train
82820,train
82821,train
82822,train
82823,test
82824,train
82825,train
82826,train
82827,train
82828,train
82829,train
82830,test
82831,train
82832,test
82833,train
82834,train
82835,train
82836,train
82837,train
82838,train
82839,train
82840,train
82841,train
82842,train
82843,train
82844,train
82845,train
82846,train
82847,train
82848,test
82849,train
82850,train
82851,train
82852,train
82853,test
82854,train
82855,train
82856,train
82857,test
82858,train
82859,test
82860,train
82861,test
82862,train
82863,train
82864,train
82865,test
82866,train
82867,train
82868,train
82869,train
82870,train
82871,test
82872,test
82873,train
82874,train
82875,test
82876,train
82877,train
82878,test
82879,test
82880,train
82881,test
82882,train
82883,test
82884,train
82885,test
82886,test
82887,test
82888,test
82889,train
82890,train
82891,train
82892,test
82893,train
82894,test
82895,test
82896,train
82897,train
82898,train
82899,test
82900,train
82901,train
82902,train
82903,train
82904,train
82905,test
82906,train
82907,train
82908,train
82909,train
82910,train
82911,test
82912,train
82913,train
82914,train
82915,train
82916,train
82917,train
82918,train
82919,train
82920,train
82921,train
82922,train
82923,train
82924,test
82925,train
82926,train
82927,train
82928,train
82929,train
82930,train
82931,train
82932,train
82933,train
82934,train
82935,test
82936,train
82937,train
82938,train
82939,test
82940,train
82941,train
82942,train
82943,test
82944,train
82945,train
82946,train
82947,train
82948,train
82949,test
82950,train
82951,train
82952,test
82953,train
82954,train
82955,train
82956,train
82957,train
82958,train
82959,train
82960,train
82961,test
82962,train
82963,train
