,split
79320,test
79321,train
79322,train
79323,train
79324,test
79325,train
79326,train
79327,train
79328,train
79329,train
79330,train
79331,train
79332,train
79333,train
79334,test
79335,train
79336,train
79337,train
79338,train
79339,train
79340,train
79341,train
79342,train
79343,test
79344,train
79345,train
79346,train
79347,train
79348,train
79349,train
79350,train
79351,test
79352,train
79353,train
79354,train
79355,train
79356,train
79357,train
79358,train
79359,train
79360,train
79361,test
79362,train
79363,train
79364,test
79365,train
79366,train
79367,test
79368,test
79369,train
79370,train
79371,train
79372,train
79373,test
79374,train
79375,train
79376,train
79377,train
79378,train
79379,train
79380,train
79381,train
79382,train
79383,test
79384,train
79385,train
79386,train
79387,train
79388,train
79389,train
79390,train
79391,train
79392,train
79393,train
79394,train
79395,train
79396,train
79397,train
79398,train
79399,test
79400,train
79401,train
79402,test
79403,train
79404,test
79405,train
79406,train
79407,train
79408,train
79409,train
79410,train
79411,train
79412,train
79413,train
79414,train
79415,train
79416,train
79417,train
79418,train
79419,train
79420,train
79421,train
79422,train
79423,train
79424,train
79425,train
79426,train
79427,train
79428,train
79429,train
79430,test
79431,test
79432,train
79433,train
79434,train
79435,test
79436,train
79437,train
79438,train
79439,train
79440,train
79441,test
79442,train
79443,train
79444,train
79445,test
79446,train
79447,train
79448,train
79449,train
79450,train
79451,train
79452,train
79453,test
79454,train
79455,train
79456,train
79457,train
79458,train
79459,test
79460,train
79461,train
79462,train
79463,train
79464,train
79465,test
79466,test
79467,train
79468,train
79469,train
79470,train
79471,test
79472,test
79473,train
79474,train
79475,test
79476,train
79477,test
79478,train
79479,train
79480,train
79481,test
79482,train
79483,train
79484,train
79485,train
79486,train
79487,train
79488,test
79489,train
79490,train
79491,train
79492,test
79493,train
79494,train
79495,train
79496,test
79497,train
79498,train
79499,train
79500,test
79501,train
79502,train
79503,train
79504,train
79505,test
79506,train
79507,train
79508,train
79509,train
79510,train
79511,train
79512,train
79513,train
79514,train
79515,train
79516,train
79517,test
79518,train
79519,train
79520,train
79521,train
79522,test
79523,train
79524,train
79525,train
79526,train
79527,test
79528,train
79529,train
79530,train
79531,test
79532,train
79533,test
79534,train
79535,train
79536,train
79537,train
79538,train
79539,train
79540,train
79541,train
79542,train
79543,train
79544,train
79545,test
79546,train
79547,train
79548,train
79549,train
79550,train
79551,train
79552,train
79553,test
79554,train
79555,train
79556,train
79557,train
79558,train
79559,train
79560,train
79561,train
79562,train
79563,train
79564,test
79565,train
79566,train
79567,train
79568,train
79569,train
79570,train
79571,test
79572,train
79573,train
79574,test
79575,train
79576,train
79577,test
79578,train
79579,test
79580,train
79581,train
79582,train
79583,train
79584,train
79585,train
79586,train
79587,train
79588,test
79589,train
79590,train
79591,train
79592,train
79593,train
79594,train
79595,test
79596,train
79597,test
79598,train
79599,train
79600,train
79601,train
79602,train
79603,train
79604,train
79605,test
79606,train
79607,train
79608,test
79609,train
79610,train
79611,train
79612,train
79613,train
79614,train
79615,train
79616,train
79617,train
79618,train
79619,train
79620,train
79621,test
79622,train
79623,test
79624,train
79625,train
79626,train
79627,train
79628,train
79629,test
79630,train
79631,train
79632,train
79633,train
79634,train
79635,train
79636,train
79637,train
79638,train
79639,train
79640,train
79641,train
79642,train
79643,test
79644,train
79645,train
79646,train
79647,train
79648,test
79649,train
79650,test
79651,train
79652,train
79653,train
79654,train
79655,train
79656,train
79657,train
79658,train
79659,train
79660,train
79661,train
79662,train
79663,train
79664,train
79665,train
79666,train
79667,train
79668,train
79669,train
79670,train
79671,train
79672,test
79673,train
79674,train
79675,train
79676,train
79677,train
79678,train
79679,train
79680,train
79681,test
79682,train
79683,train
79684,train
79685,train
79686,train
79687,train
79688,train
79689,test
79690,train
79691,train
79692,train
79693,train
79694,train
79695,train
79696,train
79697,test
79698,train
79699,train
79700,train
79701,train
79702,train
79703,test
79704,train
79705,train
79706,train
79707,test
79708,test
79709,train
79710,train
79711,train
79712,train
79713,test
79714,train
79715,train
79716,train
79717,train
79718,test
79719,train
79720,train
79721,train
79722,train
79723,train
79724,train
79725,train
79726,test
79727,train
79728,train
79729,test
79730,train
79731,train
79732,train
79733,train
79734,train
79735,train
79736,train
79737,test
79738,train
79739,train
79740,train
79741,train
79742,train
79743,train
79744,train
79745,train
79746,train
79747,test
79748,train
79749,train
79750,train
79751,train
79752,train
79753,train
79754,train
79755,test
79756,train
79757,train
79758,train
79759,train
79760,train
79761,train
79762,train
79763,train
79764,train
79765,train
79766,train
79767,train
79768,test
79769,train
79770,train
79771,train
79772,train
79773,train
79774,train
79775,train
79776,test
79777,train
79778,test
79779,train
79780,train
79781,train
79782,train
79783,train
79784,train
79785,train
79786,train
79787,train
79788,test
79789,test
79790,test
79791,train
79792,train
79793,test
79794,train
79795,train
79796,train
79797,train
79798,train
79799,train
79800,train
79801,train
79802,train
79803,train
79804,train
79805,train
79806,train
79807,train
79808,train
79809,train
79810,train
79811,train
79812,train
79813,train
79814,test
79815,train
79816,train
79817,train
79818,train
79819,train
79820,train
79821,train
79822,train
79823,train
79824,test
79825,test
79826,test
79827,train
79828,train
79829,train
79830,train
79831,train
79832,train
79833,train
79834,train
79835,test
79836,train
79837,train
79838,train
79839,train
79840,train
79841,train
79842,train
79843,train
79844,train
79845,train
79846,train
79847,train
79848,train
79849,train
79850,train
79851,train
79852,train
79853,train
79854,train
79855,train
79856,train
79857,train
79858,train
79859,train
79860,test
79861,train
79862,test
79863,train
79864,train
79865,test
79866,train
79867,train
79868,train
79869,train
79870,train
79871,train
79872,test
79873,train
79874,train
79875,train
79876,train
79877,test
79878,train
79879,test
79880,train
79881,test
79882,test
79883,train
79884,train
79885,train
79886,test
79887,train
79888,train
79889,train
79890,train
79891,train
79892,train
79893,test
79894,train
79895,train
79896,train
79897,train
79898,test
79899,train
79900,train
79901,train
79902,test
79903,train
79904,train
79905,train
79906,train
79907,train
79908,test
79909,train
79910,train
79911,train
79912,test
79913,train
79914,train
79915,train
79916,train
79917,train
79918,train
79919,train
79920,train
79921,train
79922,train
79923,train
79924,test
79925,train
79926,train
79927,train
79928,train
79929,train
79930,train
79931,train
79932,train
79933,train
79934,train
79935,train
79936,train
79937,train
79938,train
79939,train
79940,train
79941,train
79942,train
79943,train
79944,train
79945,train
79946,train
79947,train
79948,train
79949,train
79950,train
79951,train
79952,test
79953,train
79954,train
79955,test
79956,train
79957,train
79958,train
79959,train
79960,train
79961,train
79962,train
79963,train
79964,test
79965,train
79966,train
79967,train
79968,test
79969,train
79970,train
79971,train
79972,train
79973,train
79974,train
79975,train
79976,train
79977,test
79978,train
79979,train
79980,test
79981,train
79982,train
79983,test
79984,train
79985,train
79986,test
79987,test
79988,train
79989,train
79990,train
79991,train
79992,train
79993,train
79994,train
79995,train
79996,train
79997,test
79998,train
79999,train
80000,test
80001,train
80002,test
80003,test
80004,train
80005,train
80006,train
80007,train
80008,train
80009,train
80010,train
80011,test
80012,train
80013,train
80014,train
80015,train
80016,train
80017,train
80018,test
80019,test
80020,train
80021,train
80022,train
80023,train
80024,train
80025,train
80026,train
80027,test
80028,train
80029,train
80030,train
80031,train
80032,train
80033,train
80034,train
80035,train
80036,train
80037,train
80038,train
80039,train
80040,train
80041,train
80042,test
80043,train
80044,test
80045,train
80046,test
80047,test
80048,train
80049,train
80050,test
80051,test
80052,train
80053,train
80054,train
80055,train
80056,train
80057,test
80058,test
80059,train
80060,test
80061,train
80062,train
80063,test
80064,train
80065,train
80066,test
80067,train
80068,train
80069,train
80070,train
80071,train
80072,train
80073,train
80074,train
80075,test
80076,train
80077,train
80078,train
80079,train
80080,train
80081,train
80082,test
80083,train
80084,train
80085,train
80086,train
80087,train
80088,train
80089,train
80090,train
80091,train
80092,test
80093,train
80094,train
80095,train
80096,test
80097,train
80098,train
80099,train
80100,train
80101,train
80102,train
80103,train
80104,train
80105,train
80106,train
80107,test
80108,train
80109,train
80110,train
80111,train
80112,train
80113,train
80114,train
80115,train
80116,test
80117,test
80118,train
80119,test
80120,train
80121,test
80122,train
80123,train
80124,train
80125,train
80126,train
80127,train
80128,test
80129,train
80130,test
80131,train
80132,train
80133,train
80134,train
80135,train
80136,train
80137,train
80138,train
80139,train
80140,test
80141,test
80142,train
80143,train
80144,train
80145,train
80146,train
80147,test
80148,train
80149,train
80150,train
80151,test
80152,train
80153,train
80154,train
80155,test
80156,train
80157,train
80158,train
80159,test
80160,train
80161,train
80162,train
80163,train
80164,train
80165,train
80166,train
80167,train
80168,train
80169,test
80170,train
80171,train
80172,train
80173,test
80174,train
80175,train
80176,train
80177,train
80178,train
80179,train
80180,test
80181,train
80182,train
80183,train
80184,train
80185,train
80186,train
80187,train
80188,train
80189,train
80190,train
80191,train
80192,train
80193,train
80194,train
80195,train
80196,train
80197,train
80198,train
80199,test
80200,train
80201,train
80202,test
80203,train
80204,train
80205,train
80206,train
80207,train
80208,test
80209,train
80210,train
80211,train
80212,train
80213,train
80214,test
80215,train
80216,test
80217,train
80218,train
80219,train
80220,test
80221,test
80222,train
80223,train
80224,train
80225,train
80226,train
80227,train
80228,train
80229,train
80230,train
80231,test
80232,train
80233,train
80234,train
80235,train
80236,train
80237,train
80238,train
80239,train
80240,train
80241,train
80242,train
80243,train
80244,train
80245,train
80246,train
80247,train
80248,train
80249,train
80250,train
80251,train
80252,train
80253,train
80254,train
80255,train
80256,train
80257,train
80258,train
80259,train
80260,test
80261,test
80262,train
80263,train
80264,test
80265,train
80266,train
80267,train
80268,test
80269,train
80270,train
80271,test
80272,train
80273,test
80274,train
80275,test
80276,train
80277,test
80278,train
80279,train
80280,test
80281,test
80282,train
80283,train
80284,train
80285,train
80286,test
80287,train
80288,train
80289,test
80290,train
80291,train
80292,test
80293,test
80294,test
80295,train
80296,test
80297,train
80298,train
80299,train
80300,train
80301,test
80302,train
80303,train
80304,train
80305,test
80306,train
80307,train
80308,test
80309,train
80310,train
80311,train
80312,train
80313,train
80314,train
80315,test
80316,test
80317,train
80318,train
80319,train
80320,test
80321,train
80322,train
80323,test
80324,train
80325,train
80326,train
80327,train
80328,test
80329,train
80330,test
80331,train
80332,train
80333,train
80334,train
80335,train
80336,train
80337,train
80338,train
80339,test
80340,test
80341,train
80342,train
80343,train
80344,test
80345,train
80346,test
80347,train
80348,train
80349,train
80350,train
80351,train
80352,train
80353,test
80354,train
80355,train
80356,train
80357,test
80358,train
80359,test
80360,train
80361,train
80362,train
80363,train
80364,train
80365,test
80366,train
80367,train
80368,train
80369,train
80370,train
80371,train
80372,test
80373,train
80374,train
80375,train
80376,test
80377,train
80378,train
80379,train
80380,train
80381,test
80382,train
80383,train
80384,train
80385,train
80386,train
80387,train
80388,test
80389,train
80390,train
80391,test
80392,train
80393,train
80394,test
80395,test
80396,train
80397,train
80398,train
80399,train
80400,train
80401,train
80402,train
80403,test
80404,train
80405,train
80406,train
80407,train
80408,train
80409,train
80410,train
80411,test
80412,train
80413,train
80414,train
80415,train
80416,train
80417,train
80418,train
80419,test
80420,train
80421,train
80422,train
80423,test
80424,train
80425,train
80426,train
80427,train
80428,test
80429,train
80430,test
80431,train
80432,train
80433,train
80434,train
80435,train
80436,test
80437,train
80438,train
80439,test
80440,train
80441,train
80442,train
80443,train
80444,train
80445,train
80446,train
80447,train
80448,train
80449,train
80450,train
80451,train
80452,train
80453,test
80454,train
80455,train
80456,train
80457,test
80458,train
80459,train
80460,test
80461,test
80462,train
80463,test
80464,train
80465,train
80466,train
80467,train
80468,train
80469,train
80470,train
80471,train
80472,train
80473,train
80474,train
80475,test
80476,train
80477,train
80478,train
80479,train
80480,train
80481,test
80482,train
80483,train
80484,train
80485,train
80486,train
80487,train
80488,train
80489,test
80490,train
80491,test
80492,train
80493,train
80494,train
80495,train
80496,train
80497,train
80498,train
80499,train
80500,train
80501,train
80502,train
80503,train
80504,train
80505,train
80506,test
80507,train
80508,train
80509,train
80510,train
80511,train
80512,test
80513,train
80514,train
80515,train
80516,train
80517,train
80518,train
80519,test
80520,train
80521,train
80522,train
80523,train
80524,test
80525,train
80526,train
80527,train
80528,train
80529,test
80530,train
80531,train
80532,train
80533,train
80534,train
80535,test
80536,test
80537,test
80538,test
80539,train
80540,train
80541,train
80542,train
80543,train
80544,test
80545,train
80546,train
80547,test
80548,test
80549,train
80550,train
80551,train
80552,train
80553,train
80554,train
80555,train
80556,train
80557,train
80558,train
80559,train
80560,train
80561,train
80562,train
80563,train
80564,train
80565,train
80566,train
80567,train
80568,train
80569,train
80570,train
80571,train
80572,train
80573,test
80574,train
80575,train
80576,train
80577,test
80578,train
80579,train
80580,train
80581,train
80582,train
80583,train
80584,test
80585,train
80586,test
80587,train
80588,train
80589,test
80590,train
80591,train
80592,train
80593,train
80594,train
80595,train
80596,train
80597,train
80598,test
80599,test
80600,test
80601,test
80602,train
80603,test
80604,train
80605,train
80606,train
80607,train
80608,train
80609,train
80610,train
80611,test
80612,train
80613,train
80614,test
80615,test
80616,test
80617,train
80618,test
80619,train
80620,test
80621,train
80622,train
80623,train
80624,train
80625,train
80626,train
80627,train
80628,test
80629,train
80630,train
80631,train
80632,train
80633,train
80634,train
80635,train
80636,train
80637,train
80638,test
80639,train
80640,train
80641,train
80642,train
80643,train
80644,train
80645,train
80646,train
80647,train
80648,train
80649,train
80650,test
80651,train
80652,train
80653,train
80654,train
80655,train
80656,train
80657,train
80658,train
80659,test
80660,train
80661,test
80662,train
80663,train
80664,test
80665,train
80666,train
80667,train
80668,test
80669,train
80670,train
80671,test
80672,train
80673,train
80674,train
80675,train
80676,train
80677,train
80678,train
80679,train
80680,train
80681,train
80682,train
80683,test
80684,train
80685,train
80686,train
80687,train
80688,train
80689,train
80690,train
80691,train
80692,train
80693,train
80694,train
80695,test
80696,train
80697,train
80698,train
80699,train
80700,test
80701,train
80702,train
80703,train
80704,train
80705,train
80706,test
80707,test
80708,train
80709,train
80710,train
80711,train
80712,test
80713,train
80714,train
80715,train
80716,train
80717,train
80718,train
80719,train
80720,test
80721,train
80722,train
80723,train
80724,test
80725,train
80726,train
80727,train
80728,train
80729,test
80730,train
80731,test
80732,train
80733,train
80734,train
80735,train
80736,train
80737,train
80738,train
80739,train
80740,train
80741,train
80742,train
80743,test
80744,test
80745,train
80746,train
80747,train
80748,train
80749,train
80750,train
80751,train
80752,train
80753,train
80754,test
80755,train
80756,train
80757,train
80758,train
80759,test
80760,train
80761,test
80762,train
80763,test
80764,train
80765,train
80766,test
80767,train
80768,test
80769,train
80770,train
80771,train
80772,train
80773,train
80774,train
80775,train
80776,train
80777,test
80778,test
80779,train
80780,train
80781,train
80782,train
80783,train
80784,test
80785,train
80786,test
80787,test
80788,test
80789,train
80790,train
80791,train
80792,train
80793,test
80794,train
80795,train
80796,train
80797,train
80798,train
80799,train
80800,train
80801,train
80802,train
80803,train
80804,train
80805,test
80806,train
80807,test
80808,train
80809,train
80810,test
80811,train
80812,train
80813,train
80814,train
80815,train
80816,train
80817,test
80818,train
80819,train
80820,train
80821,train
80822,train
80823,train
80824,train
80825,test
80826,test
80827,train
80828,train
80829,test
80830,train
80831,train
80832,train
80833,train
80834,train
80835,train
80836,train
80837,train
80838,train
80839,train
80840,train
80841,train
80842,train
80843,train
80844,train
80845,train
80846,test
80847,test
80848,train
80849,test
80850,train
80851,test
80852,test
80853,train
80854,train
80855,train
80856,train
80857,test
80858,train
80859,train
80860,train
80861,train
80862,test
80863,train
80864,train
80865,test
80866,test
80867,train
80868,train
80869,train
80870,train
80871,train
80872,train
80873,train
80874,train
80875,test
80876,train
80877,train
80878,train
80879,test
80880,train
80881,train
80882,train
80883,train
80884,train
80885,train
80886,train
80887,train
80888,train
80889,test
80890,train
80891,test
80892,train
80893,test
80894,test
80895,train
80896,test
80897,train
80898,train
80899,train
80900,train
80901,train
80902,train
80903,train
80904,train
80905,test
80906,train
80907,train
80908,train
80909,train
80910,train
80911,train
80912,train
80913,train
80914,train
80915,train
80916,train
80917,train
80918,test
80919,train
80920,train
80921,train
80922,train
80923,test
80924,train
80925,train
80926,train
80927,test
80928,train
80929,train
80930,test
80931,train
80932,train
80933,train
80934,test
80935,train
80936,train
80937,train
80938,test
80939,train
80940,train
80941,test
80942,train
80943,train
80944,train
80945,test
80946,train
80947,train
80948,train
80949,train
80950,train
80951,test
80952,test
80953,test
80954,train
80955,train
80956,train
80957,test
80958,test
80959,test
80960,train
80961,train
80962,test
80963,train
80964,test
80965,test
80966,train
80967,train
80968,train
80969,train
80970,train
80971,train
80972,train
80973,train
80974,train
80975,train
80976,train
80977,test
80978,train
80979,train
80980,train
80981,test
80982,train
80983,train
80984,train
80985,train
80986,train
80987,test
80988,test
80989,train
80990,train
80991,train
80992,train
80993,train
80994,train
80995,train
80996,train
80997,train
80998,train
80999,train
81000,train
81001,train
81002,train
81003,train
81004,train
81005,train
81006,train
81007,train
81008,test
81009,train
81010,train
81011,train
81012,train
81013,test
81014,test
81015,test
81016,train
81017,train
81018,train
81019,train
81020,train
81021,train
81022,train
81023,train
81024,train
81025,train
81026,train
81027,train
81028,train
81029,train
81030,train
81031,test
81032,train
81033,train
81034,train
81035,train
81036,test
81037,train
81038,train
81039,test
81040,train
81041,train
81042,test
81043,train
81044,train
81045,train
81046,train
81047,train
81048,train
81049,train
81050,train
81051,train
81052,train
81053,test
81054,train
81055,train
81056,train
81057,train
81058,train
81059,train
81060,train
81061,test
81062,train
81063,train
81064,train
81065,train
81066,train
81067,train
81068,train
81069,test
81070,train
81071,train
81072,train
81073,train
81074,train
81075,train
81076,train
81077,train
81078,train
81079,train
81080,train
81081,train
81082,train
81083,train
81084,test
81085,train
81086,train
81087,train
81088,train
81089,train
81090,train
81091,test
81092,test
81093,train
81094,test
81095,train
81096,train
81097,test
81098,test
81099,train
81100,test
81101,train
81102,train
81103,test
81104,train
81105,train
81106,test
81107,train
81108,test
81109,train
81110,train
81111,train
81112,train
81113,train
81114,train
81115,train
81116,train
81117,test
81118,train
81119,train
81120,train
81121,train
81122,train
81123,train
81124,train
81125,train
81126,train
81127,train
81128,train
81129,test
81130,train
81131,train
81132,train
81133,train
81134,train
81135,train
81136,test
81137,train
81138,train
81139,train
81140,train
81141,train
81142,train
81143,train
81144,train
81145,test
81146,train
81147,train
81148,train
81149,train
81150,train
81151,train
81152,train
81153,train
81154,train
81155,train
81156,train
81157,train
81158,train
81159,train
81160,test
81161,train
81162,train
81163,train
81164,test
81165,train
81166,train
81167,train
81168,train
81169,train
81170,train
81171,test
81172,train
81173,train
81174,train
81175,train
81176,train
81177,test
81178,train
81179,train
81180,test
81181,test
81182,train
81183,train
81184,train
81185,train
81186,train
81187,test
81188,train
81189,test
81190,test
81191,train
81192,train
81193,train
81194,train
81195,test
81196,train
81197,train
81198,train
81199,test
81200,test
81201,train
81202,test
81203,train
81204,train
81205,train
81206,test
81207,train
81208,train
81209,train
81210,train
81211,train
81212,train
81213,test
81214,train
81215,train
81216,train
81217,train
81218,train
81219,train
81220,train
81221,train
81222,train
81223,train
81224,train
81225,test
81226,train
81227,train
81228,train
81229,train
81230,train
81231,train
81232,train
81233,train
81234,train
81235,train
81236,test
81237,train
81238,train
81239,test
81240,train
81241,train
81242,train
81243,train
81244,train
81245,train
81246,train
81247,train
81248,train
81249,train
81250,train
81251,train
81252,train
81253,train
81254,train
81255,train
81256,train
81257,train
81258,train
81259,train
81260,train
81261,test
81262,train
81263,train
81264,train
81265,test
81266,train
81267,train
81268,test
81269,train
81270,train
81271,test
81272,train
81273,train
81274,train
81275,test
81276,train
81277,train
81278,test
81279,train
81280,train
81281,train
81282,test
81283,test
81284,train
81285,train
81286,train
81287,test
81288,train
81289,train
81290,test
81291,train
81292,test
81293,test
81294,train
81295,train
81296,train
81297,test
81298,train
81299,train
81300,train
81301,train
81302,test
81303,train
81304,test
81305,train
81306,train
81307,train
81308,train
81309,train
81310,train
81311,test
81312,train
81313,train
81314,train
81315,train
81316,test
81317,test
81318,train
81319,train
81320,train
81321,train
81322,test
81323,train
81324,train
81325,train
81326,test
81327,train
81328,train
81329,train
81330,train
81331,train
81332,train
81333,test
81334,train
81335,test
81336,test
81337,train
81338,train
81339,train
81340,train
81341,train
81342,train
81343,train
81344,train
81345,train
81346,train
81347,train
81348,train
81349,train
81350,test
81351,train
81352,train
81353,test
81354,train
81355,test
81356,train
81357,train
81358,train
81359,train
81360,train
81361,train
81362,test
81363,train
81364,train
81365,train
81366,train
81367,train
81368,train
81369,train
81370,test
81371,train
81372,train
81373,train
81374,test
81375,train
81376,train
81377,train
81378,train
81379,test
81380,train
81381,train
81382,train
81383,train
81384,train
81385,train
81386,train
81387,train
81388,train
81389,test
81390,train
81391,train
81392,train
81393,train
81394,train
81395,test
81396,train
81397,train
81398,train
81399,train
81400,train
81401,train
81402,train
81403,train
81404,train
81405,train
81406,train
81407,test
81408,test
81409,train
81410,train
81411,train
81412,train
81413,train
81414,train
81415,train
81416,train
81417,test
81418,train
81419,train
81420,test
81421,train
81422,train
81423,test
81424,train
81425,train
81426,train
81427,train
81428,train
81429,train
81430,train
81431,train
81432,train
81433,train
81434,train
81435,train
81436,train
81437,train
81438,train
81439,test
81440,train
81441,train
81442,test
81443,train
81444,train
81445,train
81446,test
81447,train
81448,test
81449,train
81450,train
81451,train
81452,train
81453,train
81454,train
81455,train
81456,train
81457,test
81458,train
81459,train
81460,train
81461,train
81462,test
81463,train
81464,test
81465,train
81466,test
81467,train
81468,train
81469,test
81470,train
81471,train
81472,train
81473,train
81474,train
81475,train
81476,test
81477,train
81478,test
81479,train
81480,train
81481,train
81482,train
81483,train
81484,test
81485,test
81486,train
81487,train
81488,train
81489,train
81490,train
81491,train
81492,train
81493,train
81494,train
81495,train
81496,train
81497,train
81498,train
81499,test
81500,train
81501,train
81502,test
81503,train
81504,train
81505,train
81506,test
81507,train
81508,train
81509,train
81510,train
81511,train
81512,train
81513,test
81514,train
81515,train
81516,train
81517,train
81518,train
81519,train
81520,test
81521,train
81522,train
81523,train
81524,train
81525,train
81526,train
81527,test
81528,train
81529,test
81530,train
81531,train
81532,test
81533,train
81534,train
81535,train
81536,train
81537,test
81538,train
81539,test
81540,train
81541,train
81542,train
81543,train
81544,train
81545,train
81546,train
81547,test
81548,train
81549,train
81550,test
81551,train
81552,train
81553,train
81554,test
81555,test
81556,train
81557,train
81558,train
81559,train
81560,train
81561,test
81562,train
81563,train
81564,test
81565,train
81566,train
81567,train
81568,train
81569,train
81570,test
81571,test
81572,train
81573,test
81574,train
81575,train
81576,train
81577,train
81578,train
81579,train
81580,train
81581,train
81582,train
81583,train
81584,train
81585,train
81586,test
81587,train
81588,train
81589,train
81590,test
81591,train
81592,test
81593,train
81594,train
81595,train
81596,train
81597,test
81598,test
81599,test
81600,train
81601,test
81602,train
81603,train
81604,train
81605,train
81606,train
81607,train
81608,train
81609,train
81610,train
81611,test
81612,train
81613,train
81614,test
81615,train
81616,test
81617,train
81618,train
81619,train
81620,train
81621,train
81622,train
81623,test
81624,test
81625,train
81626,test
81627,test
81628,test
81629,train
81630,train
81631,train
81632,train
81633,train
81634,test
81635,train
81636,train
81637,train
81638,test
81639,train
81640,train
81641,train
81642,train
81643,test
81644,train
81645,train
81646,train
81647,train
81648,train
81649,test
81650,train
81651,train
81652,train
81653,train
81654,train
81655,test
81656,train
81657,train
81658,train
81659,train
81660,train
81661,train
81662,train
81663,train
81664,train
81665,test
81666,train
81667,train
81668,train
81669,train
81670,train
81671,test
81672,train
81673,train
81674,train
81675,test
81676,train
81677,train
81678,train
81679,train
81680,train
81681,train
81682,train
81683,train
81684,test
81685,train
81686,train
81687,train
81688,train
81689,train
81690,train
81691,train
81692,train
81693,train
81694,train
81695,train
81696,train
81697,train
81698,train
81699,test
81700,train
81701,train
81702,train
81703,train
81704,train
81705,train
81706,test
81707,test
81708,train
81709,train
81710,test
81711,train
81712,train
81713,train
81714,train
81715,train
81716,train
81717,train
81718,train
81719,train
81720,train
81721,train
81722,train
81723,train
81724,train
81725,train
81726,test
81727,train
81728,test
81729,train
81730,train
81731,train
81732,test
81733,train
81734,train
81735,train
81736,train
81737,train
81738,train
81739,train
81740,train
81741,train
81742,train
81743,test
81744,train
81745,train
81746,train
81747,train
81748,test
81749,train
81750,train
81751,test
81752,test
81753,train
81754,train
81755,train
81756,train
81757,train
81758,test
81759,train
81760,test
81761,train
81762,train
81763,train
81764,train
81765,train
81766,train
81767,train
81768,train
81769,train
81770,train
81771,train
81772,train
81773,train
81774,train
81775,train
81776,train
81777,test
81778,test
81779,train
81780,train
81781,test
81782,train
81783,train
81784,train
81785,test
81786,train
81787,test
81788,train
81789,train
81790,train
81791,train
81792,train
81793,train
81794,train
81795,train
81796,test
81797,train
81798,train
81799,test
81800,test
81801,train
81802,train
81803,train
81804,train
81805,train
81806,train
81807,train
81808,train
81809,train
81810,train
81811,test
81812,train
81813,test
81814,train
81815,train
81816,train
81817,train
81818,test
81819,test
81820,train
81821,train
81822,train
81823,train
81824,train
81825,train
81826,test
81827,train
81828,train
81829,train
81830,train
81831,train
81832,train
81833,train
81834,train
81835,train
81836,train
81837,train
81838,train
81839,train
81840,train
81841,train
81842,train
81843,train
81844,test
81845,train
81846,train
81847,train
81848,train
81849,train
81850,train
81851,train
81852,train
81853,train
81854,train
81855,train
81856,train
81857,train
81858,train
81859,test
81860,train
81861,train
81862,train
81863,train
81864,train
81865,train
81866,train
81867,train
81868,train
81869,train
81870,train
81871,test
81872,test
81873,train
81874,test
81875,train
81876,train
81877,test
81878,train
81879,train
81880,train
81881,train
81882,test
81883,test
81884,train
81885,train
81886,train
81887,train
81888,train
81889,train
81890,train
81891,train
81892,train
81893,train
81894,train
81895,train
81896,train
81897,train
81898,test
81899,train
81900,train
81901,test
81902,train
81903,train
81904,train
81905,train
81906,test
81907,train
81908,test
81909,train
81910,train
81911,train
81912,train
81913,test
81914,train
81915,train
81916,train
81917,test
81918,train
81919,train
81920,test
81921,train
81922,train
81923,train
81924,train
81925,train
81926,test
81927,train
81928,test
81929,train
81930,test
81931,train
81932,train
81933,train
81934,train
81935,train
81936,train
81937,test
81938,train
81939,train
81940,train
81941,train
81942,train
81943,train
81944,train
81945,train
81946,train
81947,train
81948,train
81949,test
81950,train
81951,train
81952,train
81953,train
81954,test
81955,train
81956,train
81957,test
81958,train
81959,train
81960,test
81961,train
81962,train
81963,train
81964,test
81965,train
81966,test
81967,test
81968,train
81969,train
81970,test
81971,test
81972,train
81973,train
81974,test
81975,train
81976,train
81977,train
81978,train
81979,test
81980,train
81981,train
81982,train
81983,test
81984,train
81985,test
81986,test
81987,train
81988,train
81989,train
81990,test
81991,train
81992,train
81993,train
81994,train
81995,train
81996,train
81997,train
81998,train
81999,train
82000,train
82001,train
82002,train
82003,train
82004,train
82005,train
82006,train
82007,train
82008,train
82009,train
82010,train
82011,train
82012,train
82013,train
82014,test
82015,train
82016,train
82017,train
82018,train
82019,train
82020,train
82021,train
82022,train
82023,train
82024,train
82025,test
82026,train
82027,train
82028,train
82029,train
82030,test
82031,train
82032,train
82033,train
82034,train
82035,train
82036,train
82037,train
82038,train
82039,train
82040,train
82041,test
82042,train
82043,train
82044,train
82045,train
82046,train
82047,train
82048,train
82049,test
82050,train
82051,train
82052,train
82053,train
82054,train
82055,train
82056,train
82057,train
82058,test
82059,train
82060,train
82061,train
82062,train
82063,train
82064,train
82065,train
82066,train
82067,test
82068,train
82069,train
82070,train
82071,test
82072,train
82073,test
82074,train
82075,train
82076,train
82077,train
82078,test
82079,test
82080,test
82081,train
82082,test
82083,train
82084,train
82085,train
82086,train
82087,test
82088,train
82089,train
82090,train
82091,train
82092,train
82093,train
82094,test
82095,test
82096,test
82097,train
82098,test
82099,train
82100,test
82101,train
82102,train
82103,test
82104,train
82105,train
82106,train
82107,test
82108,train
82109,train
82110,train
82111,test
82112,train
82113,train
82114,train
82115,test
82116,train
82117,train
82118,train
